05.05.2026                                                       ¡ÒÃáÊ´§ÃÒÂ¡ÒÃáººä´¹ÒÁÔ¡                                                               1
--------------------------------------------------------------------------------------------------------------------------------------------------------
--------------------------------------------------------------------------------------------------------------------------------------------------------
|  ÇÑÊ´Ø        |¤ÓÍ¸ÔºÒÂÇÑÊ´Ø                           |Plnt|ãºÊÑè§|â¤Ã§¢èÒÂ  |        Í§¤ì»ÃÐ¡Íº WBS|MvT|»Á.µéÍ§¡ÒÃ|RemovedQty|»ÃÔÁÒ³µèÒ§|ÇÑ¹µéÍ§¡ÒÃ|
|  1-02-031-0001|CONNECTOR,D/E,AL 50-70 SQ.MM.           |D060|      |6000980445|P-SEZ02.0-D-NPND0.2043|281|       10 |        0 |       10 |02.09.2025|
|  1-03-003-0000|INSULATOR,SPOOL,CLASS 53-2 TIS.227      |D060|      |6000980445|P-SEZ02.0-D-NPND0.2043|281|       98 |       92 |        6 |02.09.2025|
|  1-03-013-0000|RACK, 2X200 MM. EXT.BACK                |D060|      |6000980445|P-SEZ02.0-D-NPND0.2043|281|       31 |        8 |       23 |02.09.2025|
|  1-03-013-0002|RACK, 4X200 MM. EXT.BACK                |D060|      |6000980445|P-SEZ02.0-D-NPND0.2043|281|       19 |       19 |        0 |02.09.2025|
|  1-06-005-0001|METER,WATTHOUR,1 P,2 W 5(15)A.,O/D      |D060|      |6000980445|P-SEZ02.0-D-NPND0.2043|281|       25 |        0 |       25 |02.09.2025|
|  1-06-010-0002|METER PLATE, SIZE 2X20X120 CM.          |D060|      |6000980445|P-SEZ02.0-D-NPND0.2043|281|       10 |        0 |       10 |02.09.2025|
|  9-09-001-0035|¤ÍÁ»ÒÇ´ìªèÇÂ¡ÒÃÊÑÁ¼ÑÊ·Ò§ä¿¿éÒ           |D060|      |6000980445|P-SEZ02.0-D-NPND0.2043|281|    0.200 |        0 |    0.200 |02.09.2025|
|  1-01-011-0202|BOLT,MACHINE M.16X200 MM.               |D060|      |6000980445|P-SEZ02.0-D-NPND0.2043|281|       10 |       10 |        0 |02.09.2025|
|  1-02-026-0301|PREFORMED D/E, AW 50 SQ.MM.             |D060|      |6000980445|P-SEZ02.0-D-NPND0.2043|281|       24 |       24 |        0 |02.09.2025|
|  1-04-000-0300|S.A. 250-500 V. 2.5-5.0 KA              |D060|      |6000980445|P-SEZ02.0-D-NPND0.2043|281|        6 |        6 |        0 |02.09.2025|
|  1-02-007-0002|CABLE,AL,750 V,50 SQ.MM. TIS.293        |D060|      |6000980445|P-SEZ02.0-D-NPND0.2043|281|    2,100 |    2,000 |      100 |02.09.2025|
|  1-02-005-0000|CABLE,AERIAL,AL 22 KV. 1X50 SQ.MM.      |D060|      |6001305575|P-TDD02.4-D-NPND0.9602|281|       10 |       10 |        0 |20.04.2026|
|  1-02-030-0102|CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D060|      |6001305575|P-TDD02.4-D-NPND0.9602|281|        3 |        3 |        0 |20.04.2026|
|  1-02-033-0005|HOTLINE BAIL-CLAMP,MAIN 35-70 SQ.MM.    |D060|      |6001305575|P-TDD02.4-D-NPND0.9602|281|        3 |        3 |        0 |20.04.2026|
|  1-02-033-0104|HOTLINE CLAMP,MAIN35-185,TAP50-185SQ.MM.|D060|      |6001305575|P-TDD02.4-D-NPND0.9602|281|        3 |        3 |        0 |20.04.2026|
|  1-04-001-0002|DROPOUT,FUSE,22 KV.100 A.12 KA          |D060|      |6001305575|P-TDD02.4-D-NPND0.9602|281|        3 |        3 |        0 |20.04.2026|
|  1-04-003-0002|FUSE LINK 22 KV. 3 A.EEI-NEMA TYPE K    |D060|      |6001305575|P-TDD02.4-D-NPND0.9602|281|        3 |        3 |        0 |20.04.2026|
|  1-09-025-0040|DROPOUT FUSE CUTOUT COVERS              |D060|      |6001305575|P-TDD02.4-D-NPND0.9602|281|        3 |        3 |        0 |20.04.2026|
|  9-09-001-0035|¤ÍÁ»ÒÇ´ìªèÇÂ¡ÒÃÊÑÁ¼ÑÊ·Ò§ä¿¿éÒ           |D060|      |6001305575|P-TDD02.4-D-NPND0.9602|281|    0.030 |        0 |    0.030 |20.04.2026|
|  1-02-018-0008|EPR, HIGH-VOLTAGE INSULATING TAPE       |D060|      |6001305575|P-TDD02.4-D-NPND0.9602|281|        2 |        2 |        0 |20.04.2026|
|  1-02-005-0000|CABLE,AERIAL,AL 22 KV. 1X50 SQ.MM.      |D060|      |6001305576|P-TDD02.4-D-NPND0.9603|281|       10 |       10 |        0 |20.04.2026|
|  1-02-020-0003|COVERED TIE WIRE.AL.4.0 MM.             |D060|      |6001305576|P-TDD02.4-D-NPND0.9603|281|        3 |        3 |        0 |20.04.2026|
|  1-02-033-0006|HOTLINE BAIL-CLAMP,MAIN 70-185 SQ.MM.   |D060|      |6001305576|P-TDD02.4-D-NPND0.9603|281|        3 |        3 |        0 |20.04.2026|
|  1-02-033-0104|HOTLINE CLAMP,MAIN35-185,TAP50-185SQ.MM.|D060|      |6001305576|P-TDD02.4-D-NPND0.9603|281|        3 |        3 |        0 |20.04.2026|
|  1-04-001-0002|DROPOUT,FUSE,22 KV.100 A.12 KA          |D060|      |6001305576|P-TDD02.4-D-NPND0.9603|281|        3 |        3 |        0 |20.04.2026|
|  1-04-003-0007|FUSE LINK 22 KV. 20 A.EEI-NEMA TYPE K   |D060|      |6001305576|P-TDD02.4-D-NPND0.9603|281|        3 |        3 |        0 |20.04.2026|
|  1-09-025-0040|DROPOUT FUSE CUTOUT COVERS              |D060|      |6001305576|P-TDD02.4-D-NPND0.9603|281|        3 |        3 |        0 |20.04.2026|
|  1-02-018-0008|EPR, HIGH-VOLTAGE INSULATING TAPE       |D060|      |6001305576|P-TDD02.4-D-NPND0.9603|281|        1 |        1 |        0 |20.04.2026|
|  1-02-032-0012|H-CONNCTOR,MAIN AL 50-95,TAP AL/CU 50-95|D060|      |6001305576|P-TDD02.4-D-NPND0.9603|281|        3 |        3 |        0 |20.04.2026|
|  1-02-005-0000|CABLE,AERIAL,AL 22 KV. 1X50 SQ.MM.      |D060|      |6001305581|P-TDD02.4-D-NPND0.9604|281|       10 |       10 |        0 |20.04.2026|
|  1-02-020-0003|COVERED TIE WIRE.AL.4.0 MM.             |D060|      |6001305581|P-TDD02.4-D-NPND0.9604|281|        3 |        3 |        0 |20.04.2026|
|  1-02-033-0006|HOTLINE BAIL-CLAMP,MAIN 70-185 SQ.MM.   |D060|      |6001305581|P-TDD02.4-D-NPND0.9604|281|        3 |        3 |        0 |20.04.2026|
|  1-02-033-0104|HOTLINE CLAMP,MAIN35-185,TAP50-185SQ.MM.|D060|      |6001305581|P-TDD02.4-D-NPND0.9604|281|        3 |        3 |        0 |20.04.2026|
|  1-04-001-0002|DROPOUT,FUSE,22 KV.100 A.12 KA          |D060|      |6001305581|P-TDD02.4-D-NPND0.9604|281|        3 |        3 |        0 |20.04.2026|
|  1-04-003-0004|FUSE LINK 22 KV. 8 A.EEI-NEMA TYPE K    |D060|      |6001305581|P-TDD02.4-D-NPND0.9604|281|        3 |        3 |        0 |20.04.2026|
|  1-09-025-0040|DROPOUT FUSE CUTOUT COVERS              |D060|      |6001305581|P-TDD02.4-D-NPND0.9604|281|        3 |        3 |        0 |20.04.2026|
|  1-02-032-0012|H-CONNCTOR,MAIN AL 50-95,TAP AL/CU 50-95|D060|      |6001305581|P-TDD02.4-D-NPND0.9604|281|        3 |        3 |        0 |20.04.2026|
|  1-02-018-0008|EPR, HIGH-VOLTAGE INSULATING TAPE       |D060|      |6001305581|P-TDD02.4-D-NPND0.9604|281|        1 |        1 |        0 |20.04.2026|
|  1-02-005-0000|CABLE,AERIAL,AL 22 KV. 1X50 SQ.MM.      |D060|      |6001305585|P-TDD02.4-D-NPND0.9607|281|       10 |       10 |        0 |20.04.2026|
|  1-02-020-0003|COVERED TIE WIRE.AL.4.0 MM.             |D060|      |6001305585|P-TDD02.4-D-NPND0.9607|281|        6 |        6 |        0 |20.04.2026|
|  1-02-033-0006|HOTLINE BAIL-CLAMP,MAIN 70-185 SQ.MM.   |D060|      |6001305585|P-TDD02.4-D-NPND0.9607|281|        3 |        3 |        0 |20.04.2026|
|  1-02-033-0104|HOTLINE CLAMP,MAIN35-185,TAP50-185SQ.MM.|D060|      |6001305585|P-TDD02.4-D-NPND0.9607|281|        3 |        3 |        0 |20.04.2026|
|  1-04-001-0002|DROPOUT,FUSE,22 KV.100 A.12 KA          |D060|      |6001305585|P-TDD02.4-D-NPND0.9607|281|        3 |        3 |        0 |20.04.2026|
|  1-04-003-0004|FUSE LINK 22 KV. 8 A.EEI-NEMA TYPE K    |D060|      |6001305585|P-TDD02.4-D-NPND0.9607|281|        3 |        3 |        0 |20.04.2026|
|  1-09-025-0040|DROPOUT FUSE CUTOUT COVERS              |D060|      |6001305585|P-TDD02.4-D-NPND0.9607|281|        3 |        3 |        0 |20.04.2026|
|  1-02-032-0012|H-CONNCTOR,MAIN AL 50-95,TAP AL/CU 50-95|D060|      |6001305585|P-TDD02.4-D-NPND0.9607|281|        3 |        3 |        0 |20.04.2026|
|  1-02-018-0008|EPR, HIGH-VOLTAGE INSULATING TAPE       |D060|      |6001305585|P-TDD02.4-D-NPND0.9607|281|        1 |        1 |        0 |20.04.2026|
|  1-00-001-0012|POLE 12.2 M.                            |D060|      |7000961806|  I-67-D-NPN67.HB.1003|281|       23 |        8 |       15 |28.04.2025|
|  1-00-001-0013|POLE 14.3 M.                            |D060|      |7000961806|  I-67-D-NPN67.HB.1003|281|        2 |        2 |        0 |28.04.2025|
|  1-00-002-0500|STUB 0.41X0.41 M. 5.5 M.LONG            |D060|      |7000961806|  I-67-D-NPN67.HB.1003|281|        2 |        0 |        2 |28.04.2025|
|  1-00-004-0001|ANCHOR,PLATE, CONCRETE 550X550X150 MM.  |D060|      |7000961806|  I-67-D-NPN67.HB.1003|281|       12 |       12 |        0 |28.04.2025|
|  1-00-011-0001|CROSSARM 100X100X2,500 MM.              |D060|      |7000961806|  I-67-D-NPN67.HB.1003|281|        2 |        2 |        0 |28.04.2025|
|  1-00-011-0003|CROSSARM (FOR D/E) 120X120X2,000 MM.    |D060|      |7000961806|  I-67-D-NPN67.HB.1003|281|       12 |       12 |        0 |28.04.2025|
|  1-00-011-0004|CROSSARM (FOR D/E) 120X120X2,500 MM.    |D060|      |7000961806|  I-67-D-NPN67.HB.1003|281|        6 |        6 |        0 |28.04.2025|
|  1-01-000-0100|ST. CHANNEL, 100X50X5 MM. 2.25 M.LONG   |D060|      |7000961806|  I-67-D-NPN67.HB.1003|281|        9 |        9 |        0 |28.04.2025|
|  1-01-001-0003|ST. ANG.,OHGW. BAYONET 2.25 M.LONG      |D060|      |7000961806|  I-67-D-NPN67.HB.1003|281|       22 |       22 |        0 |28.04.2025|
|  1-01-005-0003|ST. PIPE,SIZE 20, 180 MM.LONG W/O T.E.  |D060|      |7000961806|  I-67-D-NPN67.HB.1003|281|        4 |        0 |        4 |28.04.2025|
|  1-01-010-0000|WIRE,ST. SOLID DIA. 4.0 MM.TIS.71       |D060|      |7000961806|  I-67-D-NPN67.HB.1003|281|    0.700 |    0.700 |        0 |28.04.2025|
|  1-01-010-0002|ST. WIRE, STRANDED 25 SQ.MM.TIS.404     |D060|      |7000961806|  I-67-D-NPN67.HB.1003|281|1,109.500 |1,109.500 |        0 |28.04.2025|
|  1-01-010-0004|ST. WIRE, STRANDED 50/7 SQ.MM.TIS.404   |D060|      |7000961806|  I-67-D-NPN67.HB.1003|281|      161 |      161 |        0 |28.04.2025|
|  1-01-010-0006|ST. WIRE, STRANDED 95 SQ.MM.TIS.404     |D060|      |7000961806|  I-67-D-NPN67.HB.1003|281|      180 |      180 |        0 |28.04.2025|
|  1-01-011-0200|BOLT,MACHINE M.16X130 MM.               |D060|      |7000961806|  I-67-D-NPN67.HB.1003|281|        4 |        4 |        0 |28.04.2025|
|  1-01-011-0201|BOLT,MACHINE M.16X170 MM.               |D060|      |7000961806|  I-67-D-NPN67.HB.1003|281|       36 |       36 |        0 |28.04.2025|
|  1-01-011-0203|BOLT,MACHINE M.16X250 MM.               |D060|      |7000961806|  I-67-D-NPN67.HB.1003|281|       66 |       66 |        0 |28.04.2025|
|  1-01-011-0204|BOLT,MACHINE M.16X300 MM.               |D060|      |7000961806|  I-67-D-NPN67.HB.1003|281|        4 |        4 |        0 |28.04.2025|
|  1-01-011-0205|BOLT,MACHINE M.16X350 MM.               |D060|      |7000961806|  I-67-D-NPN67.HB.1003|281|        2 |        2 |        0 |28.04.2025|
|  1-01-011-0206|BOLT,MACHINE M.16X400 MM.               |D060|      |7000961806|  I-67-D-NPN67.HB.1003|281|       72 |       72 |        0 |28.04.2025|
|  1-01-013-0002|BOLT,DOUBLE ARMING,ROUND EYE M.16X500MM.|D060|      |7000961806|  I-67-D-NPN67.HB.1003|281|       21 |       21 |        0 |28.04.2025|
|  1-01-013-0003|BOLT,DOUBLE ARMING,ROUND EYE M.16X600MM.|D060|      |7000961806|  I-67-D-NPN67.HB.1003|281|        6 |        6 |        0 |28.04.2025|
|  1-01-014-0001|BOLT,ROUND EYE M.16X200 MM.             |D060|      |7000961806|  I-67-D-NPN67.HB.1003|281|        7 |        7 |        0 |28.04.2025|
|  1-01-014-0002|BOLT,ROUND EYE M.16X250 MM.             |D060|      |7000961806|  I-67-D-NPN67.HB.1003|281|        2 |        2 |        0 |28.04.2025|
|  1-01-016-0002|BOLT,STUB M.24X1,000 MM.                |D060|      |7000961806|  I-67-D-NPN67.HB.1003|281|        6 |        6 |        0 |28.04.2025|
|  1-01-018-0001|NUT,EYE M.16 DIN 582                    |D060|      |7000961806|  I-67-D-NPN67.HB.1003|281|       12 |       12 |        0 |28.04.2025|
|  1-01-018-0100|WASHER,PLAIN,SQUARE, 52X52X4.5 MM.      |D060|      |7000961806|  I-67-D-NPN67.HB.1003|281|      242 |      242 |        0 |28.04.2025|
|  1-01-018-0201|WASHER,SQUARE,CURVED 60X60X5 MM.        |D060|      |7000961806|  I-67-D-NPN67.HB.1003|281|        6 |        6 |        0 |28.04.2025|
|  1-01-018-0301|WASHER,LOCK,SPRING,SIZE 16 MM.,TIS.259  |D060|      |7000961806|  I-67-D-NPN67.HB.1003|281|        2 |        2 |        0 |28.04.2025|
|  1-01-020-0001|BRACE,FLAT,FOR CROSSARM 30X6X760 MM.    |D060|      |7000961806|  I-67-D-NPN67.HB.1003|281|       40 |       40 |        0 |28.04.2025|
|  1-01-021-0000|ROD,ANCHOR,ROUND EYE M.16, 2 M.LONG     |D060|      |7000961806|  I-67-D-NPN67.HB.1003|281|       12 |       12 |        0 |28.04.2025|
|  1-01-021-0201|BOLT,STRAND EYE, 45 DEG.M.16X250 MM.    |D060|      |7000961806|  I-67-D-NPN67.HB.1003|281|       10 |       10 |        0 |28.04.2025|
|  1-01-021-0300|ANCLE GUY ATTACHMENT 30 DEG.            |D060|      |7000961806|  I-67-D-NPN67.HB.1003|281|        2 |        2 |        0 |28.04.2025|
|  1-01-021-0304|THIMBLE,GUY,FOR STEEL WIRE 50-95 SQ.MM. |D060|      |7000961806|  I-67-D-NPN67.HB.1003|281|       24 |       24 |        0 |28.04.2025|
|  1-01-022-0002|GROUND ROD,60X60X5 MM. 2 M.LONG         |D060|      |7000961806|  I-67-D-NPN67.HB.1003|281|        5 |        5 |        0 |28.04.2025|
|  1-01-023-0000|CLAMP,SINGLE U-BOLT,M.8 (WIRE ROPE CLIP)|D060|      |7000961806|  I-67-D-NPN67.HB.1003|281|       83 |       83 |        0 |28.04.2025|
|  1-01-023-0001|CLAMP,DOUBLE U-BOLT,M.16(WIRE ROPE CLIP)|D060|      |7000961806|  I-67-D-NPN67.HB.1003|281|       40 |       40 |        0 |28.04.2025|
|  1-01-023-0012|CLAMP, DOUBLE BOLTS, ST. WIRE 25 SQ.MM. |D060|      |7000961806|  I-67-D-NPN67.HB.1003|281|       58 |        0 |       58 |28.04.2025|
|  1-01-023-0201|GW SUPPORT AND CLAMP,FOR POLE           |D060|      |7000961806|  I-67-D-NPN67.HB.1003|281|       18 |       18 |        0 |28.04.2025|
|  1-01-023-0205|GROUND WIRE CLAMP,J.1152                |D060|      |7000961806|  I-67-D-NPN67.HB.1003|281|       18 |       18 |        0 |28.04.2025|
|  1-02-005-0000|CABLE,AERIAL,AL 22 KV. 1X50 SQ.MM.      |D060|      |7000961806|  I-67-D-NPN67.HB.1003|281|       13 |       13 |        0 |28.04.2025|
|  1-02-005-0004|CABLE,AERIAL,AL 22 KV. 1X185 SQ.MM.     |D060|      |7000961806|  I-67-D-NPN67.HB.1003|281|    2,520 |    2,520 |        0 |28.04.2025|
|  1-02-018-0003|SPLICING TAPE,AERIAL CABLE,3/4X30'      |D060|      |7000961806|  I-67-D-NPN67.HB.1003|281|       34 |        0 |       34 |28.04.2025|
|  1-02-020-0000|TAPE,ARMOR,AL 1X10 MM.                  |D060|      |7000961806|  I-67-D-NPN67.HB.1003|281|        1 |        1 |        0 |28.04.2025|
|  1-02-020-0003|COVERED TIE WIRE.AL.4.0 MM.             |D060|      |7000961806|  I-67-D-NPN67.HB.1003|281|      552 |      552 |        0 |28.04.2025|
|  1-02-026-0202|PREFORMED D/E,SAC 22kV 50sq.mm. 21.80mm |D060|      |7000961806|  I-67-D-NPN67.HB.1003|281|        6 |        6 |        0 |28.04.2025|
|  1-02-026-0205|PREFORMED D/E,SAC 22kV 185sq.mm. 29.78mm|D060|      |7000961806|  I-67-D-NPN67.HB.1003|281|       30 |       30 |        0 |28.04.2025|
|  1-02-030-0102|CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D060|      |7000961806|  I-67-D-NPN67.HB.1003|281|       18 |       18 |        0 |28.04.2025|
|  1-02-030-0103|CONN.,PG,TRIPLE BOLT,AL70-18S SQ.MM.    |D060|      |7000961806|  I-67-D-NPN67.HB.1003|281|       18 |       18 |        0 |28.04.2025|
|  1-02-033-0006|HOTLINE BAIL-CLAMP,MAIN 70-185 SQ.MM.   |D060|      |7000961806|  I-67-D-NPN67.HB.1003|281|        6 |        6 |        0 |28.04.2025|
|  1-02-033-0104|HOTLINE CLAMP,MAIN35-185,TAP50-185SQ.MM.|D060|      |7000961806|  I-67-D-NPN67.HB.1003|281|        6 |        6 |        0 |28.04.2025|
|  1-02-040-0017|SLEEVE,TENSION AL 185 SQ.MM.            |D060|      |7000961806|  I-67-D-NPN67.HB.1003|281|       15 |       15 |        0 |28.04.2025|
|  1-02-041-0017|SLEEVE,TENSIONLESS AL 185 SQ.MM.        |D060|      |7000961806|  I-67-D-NPN67.HB.1003|281|       30 |       30 |        0 |28.04.2025|
|  1-02-044-0112|BRACKET,SAC CORNER SUPPORT, 22-33 KV    |D060|      |7000961806|  I-67-D-NPN67.HB.1003|281|       22 |        4 |       18 |28.04.2025|
|  1-03-001-0002|INSULATOR,LINE-POST, 22 KV.,57-2L,P/A   |D060|      |7000961806|  I-67-D-NPN67.HB.1003|281|       92 |       38 |       54 |28.04.2025|
|  1-03-002-0000|INSULATOR,SUSPENSION,CLASS 52-1,TIS.354 |D060|      |7000961806|  I-67-D-NPN67.HB.1003|281|      144 |      144 |        0 |28.04.2025|
|  1-03-003-0103|INSULATOR,STRAIN,CLASS 54-4 TIS.280     |D060|      |7000961806|  I-67-D-NPN67.HB.1003|281|       24 |       24 |        0 |28.04.2025|
|  1-03-014-0011|CLEVIS,THIMBLE,FOR PREFORMED DEAD-END   |D060|      |7000961806|  I-67-D-NPN67.HB.1003|281|       36 |       36 |        0 |28.04.2025|
|  1-04-000-0000|S.A., 21 KV. 5 KA.                      |D060|      |7000961806|  I-67-D-NPN67.HB.1003|281|        6 |        6 |        0 |28.04.2025|
|  1-04-001-0002|DROPOUT,FUSE,22 KV.100 A.12 KA          |D060|      |7000961806|  I-67-D-NPN67.HB.1003|281|        6 |        6 |        0 |28.04.2025|
|  1-04-003-0008|FUSE LINK 22 KV. 25 A.EEI-NEMA TYPE K   |D060|      |7000961806|  I-67-D-NPN67.HB.1003|281|        6 |        6 |        0 |28.04.2025|
|  1-08-004-0001|CONDUIT,PVC,RIGID, 20X2500 MM.TIS.216   |D060|      |7000961806|  I-67-D-NPN67.HB.1003|281|        5 |        5 |        0 |28.04.2025|
|  9-09-001-0025|CONCRETE 1/3/5                          |D060|      |7000961806|  I-67-D-NPN67.HB.1003|281|        2 |        0 |        2 |28.04.2025|
|  9-09-001-0035|¤ÍÁ»ÒÇ´ìªèÇÂ¡ÒÃÊÑÁ¼ÑÊ·Ò§ä¿¿éÒ           |D060|      |7000961806|  I-67-D-NPN67.HB.1003|281|    0.120 |        0 |    0.120 |28.04.2025|
|  1-02-001-0007|COND.,AL,BARE 185 SQ.MM.TIS.85          |D060|      |7000961806|  I-67-D-NPN67.HB.1003|281|      135 |      135 |        0 |28.04.2025|
|  1-03-011-0004|CLAMP,STRAIN, FOR AL 185 SQ.MM.         |D060|      |7000961806|  I-67-D-NPN67.HB.1003|281|        6 |        6 |        0 |28.04.2025|
|  1-01-010-0004|ST. WIRE, STRANDED 50/7 SQ.MM.TIS.404   |D060|      |7000961809|  I-67-D-NPN67.HB.1003|281|       40 |       40 |        0 |28.04.2025|
|  1-01-011-0203|BOLT,MACHINE M.16X250 MM.               |D060|      |7000961809|  I-67-D-NPN67.HB.1003|281|        1 |        1 |        0 |28.04.2025|
|  1-01-011-0204|BOLT,MACHINE M.16X300 MM.               |D060|      |7000961809|  I-67-D-NPN67.HB.1003|281|       18 |       18 |        0 |28.04.2025|
|  1-01-011-0205|BOLT,MACHINE M.16X350 MM.               |D060|      |7000961809|  I-67-D-NPN67.HB.1003|281|        2 |        2 |        0 |28.04.2025|
|  1-01-018-0100|WASHER,PLAIN,SQUARE, 52X52X4.5 MM.      |D060|      |7000961809|  I-67-D-NPN67.HB.1003|281|       18 |       18 |        0 |28.04.2025|
|  1-01-022-0002|GROUND ROD,60X60X5 MM. 2 M.LONG         |D060|      |7000961809|  I-67-D-NPN67.HB.1003|281|        2 |        2 |        0 |28.04.2025|
|  1-02-007-0004|CABLE,AL,750 V,95 SQ.MM. TIS.293        |D060|      |7000961809|  I-67-D-NPN67.HB.1003|281|    1,950 |    1,950 |        0 |28.04.2025|
|  1-02-018-0001|TAPE,PVC,O/D,0.18X19X10,000 MM. TIS.386 |D060|      |7000961809|  I-67-D-NPN67.HB.1003|281|       26 |       26 |        0 |28.04.2025|
|  1-02-020-0002|TIE WIRE,AL 4.0 MM.                     |D060|      |7000961809|  I-67-D-NPN67.HB.1003|281|    1.040 |    1.040 |        0 |28.04.2025|
|  1-02-020-0003|COVERED TIE WIRE.AL.4.0 MM.             |D060|      |7000961809|  I-67-D-NPN67.HB.1003|281|       50 |       50 |        0 |28.04.2025|
|  1-02-026-0302|PREFORMED D/E, AW 95 SQ.MM.             |D060|      |7000961809|  I-67-D-NPN67.HB.1003|281|        8 |        8 |        0 |28.04.2025|
|  1-02-030-0102|CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D060|      |7000961809|  I-67-D-NPN67.HB.1003|281|       22 |       22 |        0 |28.04.2025|
|  1-02-032-0003|H-CONNECTOR,MAIN AL 50-95 ,TAP CU 50-95 |D060|      |7000961809|  I-67-D-NPN67.HB.1003|281|        2 |        0 |        2 |28.04.2025|
|  1-02-041-0004|CONN.,SPLICE,TENSIONLESS AL 95 SQ.MM.   |D060|      |7000961809|  I-67-D-NPN67.HB.1003|281|       10 |       10 |        0 |28.04.2025|
|  1-03-003-0000|INSULATOR,SPOOL,CLASS 53-2 TIS.227      |D060|      |7000961809|  I-67-D-NPN67.HB.1003|281|       24 |       24 |        0 |28.04.2025|
|  1-03-013-0000|RACK, 2X200 MM. EXT.BACK                |D060|      |7000961809|  I-67-D-NPN67.HB.1003|281|       12 |        0 |       12 |28.04.2025|
|  1-04-000-0300|S.A. 250-500 V. 2.5-5.0 KA              |D060|      |7000961809|  I-67-D-NPN67.HB.1003|281|        2 |        2 |        0 |28.04.2025|
|  1-08-004-0001|CONDUIT,PVC,RIGID, 20X2500 MM.TIS.216   |D060|      |7000961809|  I-67-D-NPN67.HB.1003|281|        2 |        2 |        0 |28.04.2025|
|  1-01-011-0204|BOLT,MACHINE M.16X300 MM.               |D060|      |7000961811|  I-67-D-NPN67.HB.1003|281|       12 |       12 |        0 |28.04.2025|
|  1-01-011-0205|BOLT,MACHINE M.16X350 MM.               |D060|      |7000961811|  I-67-D-NPN67.HB.1003|281|       12 |       12 |        0 |28.04.2025|
|  1-01-018-0100|WASHER,PLAIN,SQUARE, 52X52X4.5 MM.      |D060|      |7000961811|  I-67-D-NPN67.HB.1003|281|       48 |       48 |        0 |28.04.2025|
|  1-02-008-0501|CABLE,CU,PVC,INS.&JAC. 600V, 2X10 SQ.MM.|D060|      |7000961811|  I-67-D-NPN67.HB.1003|281|       60 |       60 |        0 |28.04.2025|
|  1-02-018-0000|TAPE,PVC,O/D,0.125X19X10,000 MM. TIS.386|D060|      |7000961811|  I-67-D-NPN67.HB.1003|281|       20 |        0 |       20 |28.04.2025|
|  1-02-018-0001|TAPE,PVC,O/D,0.18X19X10,000 MM. TIS.386 |D060|      |7000961811|  I-67-D-NPN67.HB.1003|281|       10 |       10 |        0 |28.04.2025|
|  1-02-020-0000|TAPE,ARMOR,AL 1X10 MM.                  |D060|      |7000961811|  I-67-D-NPN67.HB.1003|281|    0.480 |    0.480 |        0 |28.04.2025|
|  1-02-030-0102|CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D060|      |7000961811|  I-67-D-NPN67.HB.1003|281|       20 |       20 |        0 |28.04.2025|
|  1-02-032-0005|H-CONNECTTOR,MAIN AL. 35-50,TAP CU 6-10 |D060|      |7000961811|  I-67-D-NPN67.HB.1003|281|       28 |        0 |       28 |28.04.2025|
|  1-06-005-0001|METER,WATTHOUR,1 P,2 W 5(15)A.,O/D      |D060|      |7000961811|  I-67-D-NPN67.HB.1003|281|       10 |        0 |       10 |28.04.2025|
|  1-06-010-0000|CABLE PLATE, SIZE 2X20X20 CM.           |D060|      |7000961811|  I-67-D-NPN67.HB.1003|281|       12 |       12 |        0 |28.04.2025|
|  1-06-010-0001|METER PLATE, SIZE 2X20X60 CM.           |D060|      |7000961811|  I-67-D-NPN67.HB.1003|281|        5 |        5 |        0 |28.04.2025|
|  1-06-010-0002|METER PLATE, SIZE 2X20X120 CM.          |D060|      |7000961811|  I-67-D-NPN67.HB.1003|281|        1 |        1 |        0 |28.04.2025|
